,Id,SalePrice
132,1593,125923.53837055305
133,1594,119975.42452209356
134,1595,106667.40117957111
135,1596,213745.76234556953
136,1597,187058.15816624448
137,1598,205418.79039890462
138,1599,164709.67304994306
139,1600,162221.87387354195
140,1601,62455.06748292877
141,1602,119463.46797342316
142,1603,89825.63231623174
143,1604,261277.31569227815
144,1605,239464.03614725644
145,1606,142764.63329414683
146,1607,165976.75487490773
147,1608,213516.46377084285
148,1609,177780.42379444776
149,1610,149418.1203420937
150,1611,136563.3645933686
151,1612,169383.7989782843
152,1613,166587.43402929322
153,1614,129585.1335810174
154,1615,90941.88349584371
155,1616,76504.01209262125
156,1617,91476.56040613604
157,1618,127118.90075071433
158,1619,140999.35488210007
159,1620,154397.50669884335
160,1621,134821.65147575655
161,1622,138100.8857334156
162,1623,254193.16572336396
163,1624,209006.35785322898
164,1625,117903.45238048652
165,1626,161498.37444345918
166,1627,191826.80963508112
167,1628,276158.70975383837
168,1629,173750.4594681177
169,1630,362990.58016816695
170,1631,214118.3654794029
171,1632,230926.64156782685
172,1633,169011.0835812848
173,1634,183937.79906816696
174,1635,172148.6282440687
175,1636,151667.6221258007
176,1637,194864.89663012954
177,1638,189570.593057005
178,1639,174360.1097287158
179,1640,256883.30229393885
180,1641,174994.30759955157
181,1642,229349.0826078363
182,1643,215745.18923229896
183,1644,217496.81698344857
184,1645,186523.42058687145
185,1646,159339.97135000565
186,1647,154585.46343252377
187,1648,129085.83768905276
188,1649,140607.9100852952
189,1650,116519.09512088688
190,1651,120912.70088300102
191,1652,99973.31285557504
192,1653,104370.60786454982
193,1654,147127.77964430713
194,1655,139447.48692237647
195,1656,145116.98578170815
196,1657,150659.8201364596
197,1658,146909.67998480157
198,1659,127368.87904233766
199,1660,148153.41150587166
200,1661,448834.20150434127
201,1662,389882.80718701734
202,1663,388864.3772376952
203,1664,488722.8448772087
204,1665,304763.9361525709
205,1666,326459.421252557
206,1667,378623.2442332504
207,1668,326172.0040266988
208,1669,288061.23855826806
209,1670,331014.2666951261
210,1671,261492.48316371054
211,1672,466986.54885174753
212,1673,285319.4453903126
213,1674,242521.9941818106
214,1675,191903.2463066552
215,1676,192579.54771874746
216,1677,215862.1220157996
217,1678,483202.8985749617
218,1679,400731.22791230545
219,1680,328335.107105753
220,1681,238424.2062556177
221,1682,308141.7351036489
222,1683,179013.25189401544
223,1684,173060.76877275459
224,1685,170044.46114470152
225,1686,170634.63576739436
226,1687,168017.59913400852
227,1688,192122.0495816908
228,1689,193713.05224470704
229,1690,193512.37293461376
230,1691,182465.69432523847
231,1692,257849.4828798423
232,1693,168761.96921133794
233,1694,178881.0536792641
234,1695,164612.72192982477
235,1696,268315.00980574323
236,1697,170237.257535254
237,1698,338767.4184376898
238,1699,296473.3411442539
239,1700,244048.18092928425
240,1701,263966.23704280454
241,1702,248569.52031474348
242,1703,249157.64721149014
243,1704,281410.9554553951
244,1705,237703.89128139213
245,1706,439726.2523804279
246,1707,211827.5785411503
247,1708,202481.0560800693
248,1709,273596.1610430108
249,1710,222845.4013108269
250,1711,266513.67505074403
251,1712,259421.99992041232
252,1713,264758.6150793055
253,1714,218639.46241637607
254,1715,204158.81070676623
255,1716,187975.82205576455
256,1717,175773.3204532706
257,1718,136531.62334194942
258,1719,202313.41761372457
259,1720,204755.97869942518
260,1721,165330.566068019
261,1722,128515.0988043557
262,1723,155942.30454787635
263,1724,204624.915890447
264,1725,234622.18731711537
265,1726,179898.10143513666
266,1727,155500.2081030861
267,1728,172504.97582011388
268,1729,165145.9516314992
269,1730,151585.8475565733
270,1731,123362.5604552362
271,1732,134210.55167871612
272,1733,116758.71828507664
273,1734,122744.66240240815
274,1735,129373.00499646946
275,1736,119491.9122986712
276,1737,280029.6036553177
277,1738,226461.58300979403
278,1739,256168.84616577777
279,1740,224752.25027459415
280,1741,193373.45389686007
281,1742,174187.63926809913
282,1743,172219.94904111794
283,1744,273192.28292632685
284,1745,214696.34146591328
285,1746,182059.25925269112
286,1747,210930.55014142534
287,1748,222470.83668129268
288,1749,154898.97169791875
289,1750,128334.82055084374
290,1751,239076.85570702795
291,1752,120135.96852603952
292,1753,141910.9206377758
293,1754,196675.42095821616
294,1755,170523.3140687088
295,1756,138983.693770866
296,1757,120619.45333886705
297,1758,147076.8917957124
298,1759,165257.3948642451
299,1760,183232.65537973464
300,1761,147102.56891740937
301,1762,176148.57693739273
302,1763,170358.94764918837
303,1764,118364.33957114205
304,1765,162910.8177613513
305,1766,175289.667641054
306,1767,231714.52871420476
307,1768,145806.47349697605
308,1769,172609.9689704895
309,1770,149660.31563241684
310,1771,127978.80472491306
311,1772,137622.22437038354
312,1773,122612.52072136196
313,1774,141741.50223845668
314,1775,136284.72101099908
315,1776,124685.60895740023
316,1777,112297.66872095712
317,1778,136479.13306653625
318,1779,119306.48675269993
319,1780,174308.8697488291
320,1781,130216.4692760154
321,1782,92450.044669235
322,1783,149048.78309666246
323,1784,112459.71887078241
324,1785,123531.07034688017
325,1786,146159.75739532092
326,1787,164149.9742229033
327,1788,62158.13349120476
328,1789,98197.85235376123
329,1790,83723.44689048736
330,1791,181156.7609479916
331,1792,156514.48793132562
332,1793,132656.93635289295
333,1794,148146.24276857896
334,1795,134692.86521067834
335,1796,121958.52766745439
336,1797,130022.75282717278
337,1798,120990.355259882
338,1799,117225.81798781677
339,1800,128207.4636814328
340,1801,133046.69083116556
341,1802,140982.87839852486
342,1803,143337.08762840767
343,1804,141089.90815434582
344,1805,133148.33815742185
345,1806,125430.03238912864
346,1807,130600.46210694792
347,1808,118763.30393290473
348,1809,118818.88642512116
349,1810,143023.11602383168
350,1811,93040.0910966212
351,1812,97427.07836540075
352,1813,120282.37561206166
353,1814,91803.12741561436
354,1815,57698.36767946377
355,1816,99576.35515376458
356,1817,113462.55224823748
357,1818,150183.68013581703
358,1819,129086.24226408733
359,1820,65100.84072221138
360,1821,121334.30843623755
361,1822,150283.71609507917
362,1823,56722.54848014946
363,1824,130066.53398701495
364,1825,134747.72577146525
365,1826,106504.21617375496
366,1827,103375.94184428932
367,1828,142127.90362385128
368,1829,124939.90431153393
369,1830,142334.6016398664
370,1831,142438.14641231723
371,1832,79217.61027188804
372,1833,134501.9084530297
373,1834,118462.50546143421
374,1835,135268.52052782374
375,1836,130155.80291643416
376,1837,101714.33774834724
377,1838,130329.31388598692
378,1839,98387.83571910595
379,1840,135542.8553374726
380,1841,139394.05949283805
381,1842,88300.67646315797
382,1843,135575.7932519697
383,1844,136393.46097038954
384,1845,133107.6032169758
385,1846,155902.21355038334
386,1847,170679.08490609349
387,1848,59198.26911967398
388,1849,106094.45531321388
389,1850,116718.27828502284
390,1851,153980.85208520922
391,1852,126996.7821142281
392,1853,135224.94669992186
393,1854,165229.5720505717
394,1855,150976.3166334782
395,1856,222652.45677585094
396,1857,140514.9468827452
397,1858,134955.52138127162
398,1859,116651.6424062516
399,1860,149182.87779106005
400,1861,115865.7831026941
401,1862,295012.2940048186
402,1863,284797.672864442
403,1864,284894.45671305084
404,1865,332234.1955093344
405,1866,323312.75487826095
406,1867,228833.6726892932
407,1868,294146.7050905346
408,1869,206023.5721876224
409,1870,226589.6805823597
410,1871,251514.07522722677
411,1872,169866.80144564077
412,1873,245074.94579702453
413,1874,140211.12680718902
414,1875,199761.14560804307
415,1876,195489.1827915103
416,1877,207404.16225565234
417,1878,210051.46009966917
418,1879,134118.56784132344
419,1880,133211.9062204397
420,1881,251665.3105204186
421,1882,249361.54002100663
422,1883,184909.55475119792
423,1884,204836.7939219991
424,1885,234897.71413572173
425,1886,288276.6735950906
426,1887,213337.60684191092
427,1888,272535.23738576233
428,1889,167343.629873673
429,1890,122651.83533897663
430,1891,131982.05492497268
431,1892,99849.09045207418
432,1893,138678.19261150845
433,1894,128902.37964906794
434,1895,137756.36658666513
435,1896,121693.55299909464
436,1897,115036.44619310526
437,1898,114599.29224476482
438,1899,153245.04469058843
439,1900,152702.36584997884
440,1901,166424.21689842353
441,1902,146839.16918416007
442,1903,214301.4933179347
443,1904,139801.02247324574
444,1905,189532.00825724562
445,1906,153358.45351579846
446,1907,196954.4387745761
447,1908,112669.0442324494
448,1909,133010.7640036056
449,1910,117828.13885991278
450,1911,201310.2168407198
451,1912,298290.18653996673
452,1913,128788.91050188482
453,1914,70642.41878245656
454,1915,265490.721040908
455,1916,64416.97196009223
456,1917,226495.43683157224
457,1918,139661.43270744898
458,1919,165718.8145380889
459,1920,159843.65072703798
460,1921,402424.2923325604
461,1922,310924.58125675906
462,1923,229133.45898832707
463,1924,236484.00398001546
464,1925,197193.68836582976
465,1926,391429.5040373168
466,1927,135546.66642915693
467,1928,152014.87472152442
468,1929,129907.05316973089
469,1930,141335.37251819274
470,1931,137023.71937409608
471,1932,136030.1716222749
472,1933,177275.94799284902
473,1934,176900.92112056236
474,1935,171078.41506367695
475,1936,189340.44770998694
476,1937,178548.4084656521
477,1938,165989.14136371526
478,1939,242492.00392168385
479,1940,190768.6380861292
480,1941,169577.8934857189
481,1942,180396.04129239917
482,1943,205970.34938107865
483,1944,342884.40750213066
484,1945,376080.1883842132
485,1946,147286.76861355314
486,1947,301086.86675292917
487,1948,175989.23378243728
488,1949,247670.17570155422
489,1950,185547.09454498277
490,1951,253964.26826253626
491,1952,212859.92859760273
492,1953,165291.62694873163
493,1954,182609.01247855808
494,1955,133816.2036566986
495,1956,325606.3245972056
496,1957,152889.53559537072
497,1958,307660.9391199357
498,1959,141863.94660309187
499,1960,115515.27916830596
500,1961,124485.33597865661
501,1962,97002.99662093593
502,1963,106944.32718409624
503,1964,112342.0871819509
504,1965,143328.00255113764
505,1966,137521.94437402507
506,1967,290944.65422965697
507,1968,410033.29574224877
508,1969,385173.15481407475
509,1970,455063.8633014775
510,1971,468929.64777972567
511,1972,373620.99610678013
512,1973,266208.9970332543
513,1974,311029.2089634694
514,1975,387790.13080628234
515,1976,266654.53633315413
516,1977,366075.1263040426
517,1978,348120.9465347088
518,1979,316306.17326527485
519,1980,205709.59388032096
520,1981,337532.2347848684
521,1982,219683.09884404336
522,1983,205051.99525408217
523,1984,168446.03919543125
524,1985,223703.83904343675
525,1986,210990.52779867864
526,1987,173851.22985402454
527,1988,175692.18669111675
528,1989,190663.08529007435
529,1990,212615.14341255583
530,1991,224373.22111922732
531,1992,213335.63934732464
532,1993,166765.67016751884
533,1994,227511.05742496694
534,1995,185074.1094764598
535,1996,255180.5725948227
536,1997,305701.62418162054
537,1998,324163.3119764873
538,1999,260450.18629115057
539,2000,306199.555603119
540,2001,249233.59906618006
541,2002,241579.98029104646
542,2003,261262.24850153862
543,2004,277193.12092113483
544,2005,215677.24557192368
545,2006,220728.14848444823
546,2007,247687.20004740753
547,2008,214485.0160200552
548,2009,193267.29072766317
549,2010,189342.0086364603
550,2011,138874.52617893717
551,2012,170953.63309618543
552,2013,177628.86077628497
553,2014,184582.6254432555
554,2015,203938.71363285516
555,2016,195029.6398431639
556,2017,197116.10979141356
557,2018,132905.2309460248
558,2019,136085.92237686127
559,2020,111283.53569341205
560,2021,116644.88812709284
561,2022,183364.59671441402
562,2023,147159.76152663407
563,2024,252931.20944574237
564,2025,362325.9255554247
565,2026,174728.31298381384
566,2027,158832.95220611678
567,2028,153051.7726704896
568,2029,166945.00747793255
569,2030,268525.982700845
570,2031,241389.3397748639
571,2032,250998.1971991371
572,2033,258152.12722366842
573,2034,169377.1355774056
574,2035,213169.94884456834
575,2036,200251.93961543485
576,2037,202766.8237176904
577,2038,258690.1698549166
578,2039,201884.79118648585
579,2040,307450.12610495294
580,2041,269167.79965319834
581,2042,203894.36860104726
582,2043,178230.04615331473
583,2044,165598.79917932278
584,2045,203535.58304335646
585,2046,144123.27129251897
586,2047,143068.858049123
587,2048,138098.6529377002
588,2049,137868.077030128
589,2050,173744.85181359644
590,2051,103221.73316423783
591,2052,128377.98993051474
592,2053,145474.0225742547
593,2054,91116.54243850274
594,2055,153599.68529965857
595,2056,138377.71235519345
596,2057,119351.88966180499
597,2058,215782.55159022904
598,2059,135449.9862735987
599,2060,169671.97171736267
600,2061,168596.28799136064
601,2062,129861.18008769176
602,2063,120284.39200811175
603,2064,143745.90744704858
604,2065,117451.64291312773
605,2066,161405.00514015034
606,2067,112508.52660384552
607,2068,140667.66579819162
608,2069,88123.82089302325
609,2070,113388.93418364943
610,2071,94290.93074299907
611,2072,142096.49367636786
612,2073,135755.5576296994
613,2074,181718.13197054106
614,2075,146402.8215322434
615,2076,117885.7643432017
616,2077,154664.86309118834
617,2078,121733.640279482
618,2079,134110.56334169014
619,2080,121042.78848381287
620,2081,122517.85832857636
621,2082,127819.56258190212
622,2083,139011.66514195112
623,2084,114270.20421073145
624,2085,118969.6716887871
625,2086,119426.72744682548
626,2087,120523.65256011688
627,2088,97442.18334852319
628,2089,77788.9165386952
629,2090,131504.0334832879
630,2091,119875.04547327851
631,2092,121729.63796821306
632,2093,118105.7401113322
633,2094,108580.45053916553
634,2095,149918.62120513784
635,2096,85049.66147666464
636,2097,95967.59504772023
637,2098,145324.4272778591
638,2099,60876.13434155208
639,2100,76823.76255442656
640,2101,116760.15716508993
641,2102,126803.73725847951
642,2103,104847.61259332328
643,2104,138843.09808444642
644,2105,127497.09724666602
645,2106,63855.84351559507
646,2107,208041.41586278833
647,2108,114495.11330250998
648,2109,113468.85640088144
649,2110,130797.1061192802
650,2111,139284.75335288356
651,2112,140491.7071236705
652,2113,119117.00897653197
653,2114,122038.22922072871
654,2115,159069.761719512
655,2116,117525.37566540239
656,2117,147735.0531828079
657,2118,123053.90875161611
658,2119,114372.37225678653
659,2120,113916.56088140616
660,2121,89817.66949302996
661,2122,117998.00886486672
662,2123,85784.35194420906
663,2124,156434.83102959057
664,2125,127207.36713961024
665,2126,149843.27355849752
666,2127,153627.8067933128
667,2128,129304.00371342426
668,2129,92883.36838116405
669,2130,141537.87308150897
670,2131,145123.37539158374
671,2132,116517.05697322956
672,2133,115811.9358269441
673,2134,120195.79147284273
674,2135,91967.46141077578
675,2136,78041.05196123316
676,2137,112460.25832271867
677,2138,134758.94213346727
678,2139,152938.87758909218
679,2140,137787.65258707787
680,2141,153971.76801477137
681,2142,130745.26416534846
682,2143,156881.91010268847
683,2144,116400.42136613803
684,2145,136791.06070589073
685,2146,167941.74698846706
686,2147,143624.76697485292
687,2148,137447.61978791052
688,2149,154461.80983578024
689,2150,225567.99619207863
690,2151,111568.84367946432
691,2152,165025.76499325427
692,2153,165930.89484518053
693,2154,106584.53611370348
694,2155,139261.47590907125
695,2156,253696.74362105428
696,2157,236687.68836056106
697,2158,231496.94977233166
698,2159,205208.4715021259
699,2160,174952.35978926768
700,2161,239309.222640326
701,2162,403884.41570088814
702,2163,352208.8700855285
703,2164,240967.02109908755
704,2165,180440.05146970283
705,2166,151211.33523337825
706,2167,219459.59428301
707,2168,200099.58930674903
708,2169,197916.67768016478
709,2170,206977.4247778425
710,2171,155390.80581415887
711,2172,134445.6037358303
712,2173,169193.90401679304
713,2174,225091.99048766997
714,2175,294335.01230268436
715,2176,315822.5264967488
716,2177,237610.62850708066
717,2178,209528.02255375867
718,2179,139889.01428155106
719,2180,215801.5976218288
720,2181,192052.66115262185
721,2182,223178.14834042653
722,2183,193477.7935019416
723,2184,124964.2076880729
724,2185,124320.44411398165
725,2186,146026.23774158926
726,2187,151895.98642329156
727,2188,151103.25446957402
728,2189,284527.1704200207
729,2190,81898.61880294328
730,2191,85653.62073411835
731,2192,95058.1651626118
732,2193,107158.59665248496
733,2194,103122.26761402811
734,2195,123249.2701677062
735,2196,101065.6973227003
736,2197,118344.26679699442
737,2198,156214.44304530649
738,2199,175755.3680540927
739,2200,148301.92284486204
740,2201,142185.82848691533
741,2202,203964.84312075344
742,2203,139103.07057986563
743,2204,173599.00518047952
744,2205,114778.6059299853
745,2206,145958.77142853467
746,2207,211024.78755852347
747,2208,252879.28153804957
748,2209,236964.5833654015
749,2210,122556.23050109665
750,2211,118100.48883213157
751,2212,115960.84414919358
752,2213,100158.71839292637
753,2214,127643.2276940771
754,2215,101953.93409239815
755,2216,142189.98444547254
756,2217,60627.27089933896
757,2218,89004.90572460002
758,2219,80813.50687797196
759,2220,84490.28189367434
760,2221,267535.64353364345
761,2222,255682.6768512951
762,2223,299802.96398942015
763,2224,208214.4568082986
764,2225,118112.01946872479
765,2226,182365.3665174637
766,2227,200926.4966511339
767,2228,264701.6147420095
768,2229,249839.53406331516
769,2230,150386.32041147686
770,2231,211064.09646833417
771,2232,179387.21693699513
772,2233,178276.9378926009
773,2234,240081.91465614593
774,2235,215557.96667941005
775,2236,263218.981588265
776,2237,347694.2566838838
777,2238,198413.98166111315
778,2239,113261.03576259356
779,2240,159013.65194069795
780,2241,151738.4788581557
781,2242,124660.38779919613
782,2243,127287.12908624011
783,2244,102570.74135329614
784,2245,109123.3941153309
785,2246,143346.5617652094
786,2247,110015.88319840356
787,2248,127397.0375932485
788,2249,121466.08829651937
789,2250,131303.29066252633
790,2251,107190.08770111958
791,2252,174444.19160083478
792,2253,152330.31241989337
793,2254,174162.35539551137
794,2255,187685.9323672902
795,2256,176662.47316155536
796,2257,203875.4933209804
797,2258,161036.5958226748
798,2259,174256.65622188212
799,2260,155117.55744701627
800,2261,189613.2640620942
801,2262,204718.27797160612
802,2263,363135.9813698818
803,2264,461381.34594032314
804,2265,168412.08194068263
805,2266,293270.5985401945
806,2267,401983.04511608265
807,2268,387824.28290898656
808,2269,153559.23664319623
809,2270,198785.32052857077
810,2271,215474.63991178526
811,2272,198153.53965952358
812,2273,164503.13903834272
813,2274,179357.09095177922
814,2275,171165.71941848123
815,2276,189523.67790685172
816,2277,183038.29011269799
817,2278,143992.68786757966
818,2279,129219.83555413126
819,2280,121364.13816123716
820,2281,168083.8324717195
821,2282,184005.77012136442
822,2283,106174.12498725891
823,2284,112470.04624669076
824,2285,141258.553202316
825,2286,122889.22192513224
826,2287,342375.79513179284
827,2288,269952.92381766805
828,2289,377547.3138175376
829,2290,473857.89542348776
830,2291,310014.377078093
831,2292,443757.4487345038
832,2293,481054.59980583814
833,2294,407750.4524499708
834,2295,479723.02618767647
835,2296,287273.3299841192
836,2297,312216.84473771823
837,2298,329954.95106592885
838,2299,368840.93280862964
839,2300,333006.82204560604
840,2301,295994.4708851975
841,2302,248466.1325216112
842,2303,240865.99139064923
843,2304,246231.47238995886
844,2305,190435.15608689806
845,2306,190387.72756821997
846,2307,193638.34735729796
847,2308,226871.23236388582
848,2309,277365.53296576475
849,2310,209887.85720712366
850,2311,197778.10317334565
851,2312,166735.0978623084
852,2313,169461.23589238347
853,2314,166205.5947971615
854,2315,176098.95990528332
855,2316,185416.50290713276
856,2317,190136.4448314074
857,2318,176985.88743983806
858,2319,181042.3745969992
859,2320,183605.1456678168
860,2321,232982.14126625034
861,2322,176992.30398128048
862,2323,180796.02382050976
863,2324,176977.3922466074
864,2325,211416.51299096347
865,2326,172287.11820052055
866,2327,206737.75946031048
867,2328,225762.62166420015
868,2329,186485.36094491978
869,2330,178153.8362701272
870,2331,353481.54213152186
871,2332,394122.94985807536
872,2333,307330.0057396656
873,2334,252479.35814811554
874,2335,264752.01492927235
875,2336,314597.5830503779
876,2337,200749.12609692366
877,2338,269494.32934126543
878,2339,219345.62020793615
879,2340,407030.00053851213
880,2341,216101.32708670245
881,2342,234278.75299325425
882,2343,229901.1999213851
883,2344,217924.88725903712
884,2345,239344.40650356803
885,2346,210875.9088142912
886,2347,198020.79997230263
887,2348,233826.9677929996
888,2349,173340.7647913733
889,2350,297793.2401429864
890,2351,248072.6551641037
891,2352,254171.6777803795
892,2353,252099.60635141394
893,2354,137384.96515909856
894,2355,149166.16339186567
895,2356,152379.1303391284
896,2357,191179.517795428
897,2358,194133.64710502452
898,2359,128654.4656939562
899,2360,122363.93444227857
900,2361,147901.02895033045
901,2362,268521.4154482545
902,2363,135621.1651049794
903,2364,157567.61228293745
904,2365,215697.63895814892
905,2366,185188.8083034664
906,2367,217791.36722319163
907,2368,215560.80838921102
908,2369,220625.5235724645
909,2370,169228.39172041544
910,2371,167623.33286433565
911,2372,191847.19305272403
912,2373,262378.48678094323
913,2374,317195.3617169217
914,2375,248002.3239649225
915,2376,289068.85949835944
916,2377,322412.5478850489
917,2378,140705.07546067477
918,2379,192340.10315453375
919,2380,145926.95595133866
920,2381,169273.25367763508
921,2382,200730.66919100092
922,2383,206338.3578944399
923,2384,250547.19029474517
924,2385,159322.2388089684
925,2386,133963.3481802421
926,2387,133372.65011982937
927,2388,98053.60376752392
928,2389,127168.83488891851
929,2390,144862.45888479074
930,2391,143830.06624039356
931,2392,116448.58246813423
932,2393,165995.80523749793
933,2394,144727.2989918673
934,2395,205571.31016636518
935,2396,154053.4779088379
936,2397,216655.2531885997
937,2398,140490.9003968299
938,2399,63135.401188065916
939,2400,71723.6318655919
940,2401,114785.00690584532
941,2402,136637.59271578677
942,2403,141582.22263745707
943,2404,151147.2324170447
944,2405,161113.7605928532
945,2406,139598.50217702132
946,2407,128663.2285162652
947,2408,148900.37586060274
948,2409,123225.82922201352
949,2410,162735.72462972123
950,2411,118602.70972074471
951,2412,153399.18012067841
952,2413,131145.65106140642
953,2414,143452.20066239758
954,2415,134705.30543170794
955,2416,122933.02914977881
956,2417,148935.58716955537
957,2418,134630.71009145153
958,2419,129675.76079337599
959,2420,122622.47640762039
960,2421,151401.758903435
961,2422,115472.51979059164
962,2423,115901.72286810495
963,2424,143304.37044409596
964,2425,209813.30776818033
965,2426,133449.09191587614
966,2427,131781.289486737
967,2428,194213.7485739307
968,2429,118038.26148944655
969,2430,131790.13854137022
970,2431,109687.29787676729
971,2432,141688.6609464426
972,2433,145948.59942587197
973,2434,138360.63888415735
974,2435,148599.02621216397
975,2436,108706.91120651958
976,2437,112419.7266465776
977,2438,121169.227520302
978,2439,107731.05930507425
979,2440,122135.69198803039
980,2441,91069.05149481886
981,2442,97533.33472939329
982,2443,120462.6514783663
983,2444,133539.45927746003
984,2445,89962.32933585685
985,2446,134890.8153410224
986,2447,186352.68132894224
987,2448,139419.58413123828
988,2449,115830.2952673083
989,2450,146416.47003624064
990,2451,127372.37755942902
991,2452,197967.57532755207
992,2453,92976.76336410077
993,2454,117032.55848417572
994,2455,121452.83214112898
995,2456,129964.39473076482
996,2457,130836.68669811882
997,2458,125885.4278443663
998,2459,114490.7889144644
999,2460,139785.58212401025
1000,2461,127062.10150885441
1001,2462,136016.96612831607
1002,2463,123091.88768694142
1003,2464,178982.99075726426
1004,2465,140334.37368116042
1005,2466,112019.0003191141
1006,2467,135030.23085549808
1007,2468,83944.36834209594
1008,2469,78408.64426340918
1009,2470,180289.7411058098
1010,2471,198588.48411141016
1011,2472,157037.65732673596
1012,2473,120320.42725845863
1013,2474,91267.11282464901
1014,2475,217507.94487831474
1015,2476,116779.53717107611
1016,2477,131154.61302442645
1017,2478,154749.3400438204
1018,2479,110164.01014341919
1019,2480,144253.29079980197
1020,2481,120002.13744574787
1021,2482,131953.0725350766
1022,2483,115791.8437843426
1023,2484,135370.43101081552
1024,2485,131069.27689089534
1025,2486,155108.61954634538
1026,2487,180000.89205094686
1027,2488,164355.5966357843
1028,2489,154363.1119424879
1029,2490,145973.42522072126
1030,2491,93525.96345695689
1031,2492,186956.8342945112
1032,2493,145597.28348715737
1033,2494,147789.6623531908
1034,2495,90232.59937293954
1035,2496,237352.6634083803
1036,2497,154069.7965655584
1037,2498,112559.08385573534
1038,2499,89488.42247491269
1039,2500,118633.08043485222
1040,2501,134451.15232770116
1041,2502,142290.68712680214
1042,2503,96580.34715661661
1043,2504,184877.4017720897
1044,2505,223341.70828505108
1045,2506,251176.64024174746
1046,2507,284739.8456154526
1047,2508,252325.32223902113
1048,2509,215241.1194340488
1049,2510,216239.61195321634
1050,2511,172869.6302813728
1051,2512,203164.18776484206
1052,2513,209776.73029985913
1053,2514,231927.889247636
1054,2515,153851.44803792602
1055,2516,171644.72282327598
1056,2517,144367.74539486403
1057,2518,154669.49691146167
1058,2519,226972.76131909905
1059,2520,208863.71781482836
1060,2521,184297.9350221556
1061,2522,223198.12751606252
1062,2523,122048.36076226248
1063,2524,137169.38448251216
1064,2525,147320.60647457017
1065,2526,140477.32581485002
1066,2527,120434.298158573
1067,2528,128190.25479067251
1068,2529,133768.1198483965
1069,2530,125035.91131035492
1070,2531,250933.92163793257
1071,2532,227541.87634213848
