,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
537,20,RL,69.15971935617004,12735,1,NA,3,Lvl,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,600.0,1,0.0,264.0,864.0,GasA,3,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1980.0,1,2.0,576.0,3,3,3,216,0,0,0,0,0,0,2,NA,0,4,2008,COD,Normal
538,20,RL,69.15971935617004,11553,1,NA,3,Lvl,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,3,3,CBlock,3,3,1,4,673.0,1,0.0,378.0,1051.0,GasA,3,1,SBrkr,1159,0,0,1159,0.0,0.0,1,1,3,1,3,7,7,1,2,Attchd,1968.0,1,1.0,336.0,3,3,3,466,0,0,0,0,0,0,1,NA,0,7,2006,WD,Normal
539,20,RL,69.15971935617004,11423,1,NA,4,Lvl,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,4,3,PConc,4,3,3,6,1358.0,1,0.0,223.0,1581.0,GasA,5,1,SBrkr,1601,0,0,1601,1.0,0.0,2,0,3,1,4,6,7,1,3,Attchd,2001.0,2,2.0,670.0,3,3,3,180,0,0,0,0,0,0,4,Shed,2000,5,2010,WD,Normal
540,20,RL,85.0,14601,1,NA,4,Lvl,Inside,3,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584.0,5,3,PConc,5,3,3,6,1260.0,1,0.0,578.0,1838.0,GasA,5,1,SBrkr,1838,0,0,1838,1.0,0.0,2,0,2,1,5,8,7,1,4,Attchd,2006.0,3,3.0,765.0,3,3,3,270,68,0,0,0,0,0,1,NA,0,3,2009,WD,Normal
541,60,RL,69.15971935617004,11000,1,NA,4,Lvl,FR2,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,4,3,1,1,0.0,1,0.0,969.0,969.0,GasA,5,1,SBrkr,997,1288,0,2285,0.0,0.0,2,1,4,1,4,8,7,1,3,BuiltIn,2000.0,3,3.0,648.0,3,3,3,0,56,0,0,0,0,0,1,NA,0,6,2007,WD,Normal
542,20,RL,78.0,10140,1,NA,4,Lvl,Inside,3,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,2,144.0,6,1127.0,379.0,1650.0,GasA,5,1,SBrkr,1680,0,0,1680,1.0,0.0,2,0,3,1,4,7,3,1,3,Attchd,1998.0,3,2.0,583.0,3,3,3,78,73,0,0,0,0,0,1,NA,0,6,2009,WD,Normal
543,120,RH,34.0,4058,1,NA,4,Lvl,Inside,3,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182.0,3,3,PConc,4,3,3,6,584.0,2,139.0,0.0,723.0,GasA,5,1,SBrkr,767,0,0,767,1.0,0.0,1,0,1,1,3,4,7,0,0,Attchd,1998.0,3,1.0,367.0,3,3,3,120,40,0,0,0,0,0,1,NA,0,6,2007,WD,Normal
544,60,RL,58.0,17104,1,NA,3,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,3,6,554.0,1,0.0,100.0,654.0,GasA,5,1,SBrkr,664,832,0,1496,1.0,0.0,2,1,3,1,4,7,7,1,4,Attchd,2006.0,2,2.0,426.0,3,3,3,100,24,0,0,0,0,0,1,NA,0,9,2006,New,Partial
545,50,RL,69.15971935617004,13837,1,NA,3,Lvl,Corner,3,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,4,4,PConc,4,4,1,6,1002.0,2,202.0,0.0,1204.0,GasA,4,1,SBrkr,1377,806,0,2183,0.0,0.0,2,1,4,1,4,9,7,0,0,Attchd,1988.0,1,3.0,786.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,2,2006,WD,Normal
546,50,RL,70.0,8737,1,NA,3,Bnk,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,3,300.0,1,0.0,765.0,1065.0,GasA,5,1,FuseA,915,720,0,1635,0.0,0.0,1,1,3,1,3,6,7,1,4,Detchd,1950.0,1,2.0,440.0,3,3,3,0,38,0,144,0,0,0,1,NA,0,5,2007,WD,Normal
547,85,RL,54.0,7244,1,NA,4,Lvl,Inside,3,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,3,3,5,619.0,1,0.0,149.0,768.0,GasA,5,1,SBrkr,768,0,0,768,1.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1987.0,1,2.0,624.0,3,3,3,104,0,0,0,0,0,0,1,NA,0,4,2007,WD,Normal
548,20,RM,49.0,8235,1,NA,3,HLS,Inside,3,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,2,180.0,3,645.0,0.0,825.0,GasA,3,1,SBrkr,825,0,0,825,1.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1963.0,2,2.0,720.0,3,3,3,140,50,0,0,0,0,0,4,NA,0,6,2008,WD,Normal
549,60,FV,75.0,9375,1,NA,4,Lvl,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,912.0,912.0,GasA,5,1,SBrkr,912,1182,0,2094,0.0,0.0,2,1,4,1,4,8,7,1,4,BuiltIn,2003.0,3,2.0,615.0,3,3,3,182,182,0,0,0,0,0,1,NA,0,11,2009,WD,Normal
550,120,RL,53.0,4043,1,NA,4,Lvl,Inside,3,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,5,559.0,1,0.0,510.0,1069.0,GasA,3,1,SBrkr,1069,0,0,1069,0.0,0.0,2,0,2,1,3,4,7,0,0,Attchd,1977.0,2,2.0,440.0,3,3,3,0,55,0,0,200,0,0,1,NA,0,10,2008,COD,Abnorml
551,20,RM,50.0,6000,1,NA,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,3,308.0,1,0.0,620.0,928.0,GasA,4,1,FuseA,928,0,0,928,0.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1957.0,3,1.0,288.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,6,2008,WD,Normal
552,20,RL,87.0,11146,1,NA,3,Lvl,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,250.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1709.0,1709.0,GasA,5,1,SBrkr,1717,0,0,1717,0.0,0.0,2,0,3,1,4,7,7,1,4,Attchd,2006.0,2,3.0,908.0,3,3,3,169,39,0,0,0,0,0,1,NA,0,7,2009,WD,Normal
553,20,RL,67.0,8777,1,NA,4,Lvl,Inside,3,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,1,SBrkr,1126,0,0,1126,0.0,0.0,2,0,2,1,4,5,7,0,0,Detchd,2002.0,3,2.0,520.0,3,3,1,0,96,0,0,0,0,0,4,NA,0,5,2009,WD,Normal
554,60,RL,85.0,10625,1,NA,4,Lvl,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,4,3,PConc,4,3,1,6,866.0,1,0.0,132.0,998.0,GasA,5,1,SBrkr,1006,1040,0,2046,1.0,0.0,2,1,3,1,4,8,7,1,4,BuiltIn,2003.0,2,3.0,871.0,3,3,3,320,62,0,0,0,0,0,1,NA,0,8,2008,WD,Normal
555,45,RM,58.0,6380,1,NA,4,Lvl,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0.0,993.0,993.0,GasA,3,1,FuseA,1048,0,0,1048,0.0,0.0,1,0,2,1,3,5,7,1,4,Detchd,1922.0,1,1.0,280.0,3,3,3,0,0,116,0,0,0,0,1,NA,0,8,2006,WD,Normal
556,20,RL,69.0,14850,1,NA,3,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,895.0,1,0.0,197.0,1092.0,GasA,3,1,FuseA,1092,0,0,1092,1.0,0.0,1,0,2,1,3,6,7,1,3,Attchd,1957.0,3,1.0,299.0,3,3,3,268,0,0,0,122,0,0,2,NA,0,5,2006,WD,Normal
557,50,C (all),60.0,11040,1,NA,4,Low,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,637.0,1,0.0,0.0,637.0,GasA,4,1,SBrkr,897,439,0,1336,0.0,0.0,1,1,3,1,3,7,7,0,0,CarPort,1994.0,1,1.0,570.0,3,3,3,0,47,120,0,0,0,0,1,NA,0,9,2006,COD,Normal
558,60,RL,57.0,21872,1,NA,2,HLS,FR2,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,4,6,604.0,1,0.0,125.0,729.0,GasA,5,1,SBrkr,729,717,0,1446,0.0,1.0,2,1,3,1,3,6,7,1,3,Attchd,1996.0,1,2.0,406.0,3,3,3,264,22,0,0,0,0,0,1,NA,0,8,2008,WD,Normal
559,120,RL,69.15971935617004,3196,1,NA,4,Lvl,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,18.0,4,3,PConc,4,3,4,1,0.0,1,0.0,1374.0,1374.0,GasA,5,1,SBrkr,1557,0,0,1557,0.0,0.0,2,0,2,1,4,7,7,1,3,Attchd,2003.0,3,2.0,420.0,3,3,3,143,20,0,0,0,0,0,1,NA,0,10,2006,WD,Normal
560,20,RL,69.15971935617004,11341,1,NA,3,Lvl,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,3,3,CBlock,4,3,1,5,1302.0,1,0.0,90.0,1392.0,GasA,3,1,SBrkr,1392,0,0,1392,1.0,0.0,1,1,3,1,3,5,4,1,4,Detchd,1957.0,1,2.0,528.0,3,3,3,0,0,0,0,95,0,0,1,NA,0,5,2010,WD,Normal
561,20,RL,77.0,10010,1,NA,4,Lvl,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,5,1071.0,2,123.0,195.0,1389.0,GasA,4,1,SBrkr,1389,0,0,1389,1.0,0.0,1,0,2,1,3,6,7,1,3,Attchd,1975.0,2,2.0,418.0,3,3,3,240,38,0,0,0,0,0,1,NA,0,4,2006,WD,Normal
562,30,RL,63.0,13907,1,NA,4,Lvl,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,4,290.0,1,0.0,706.0,996.0,GasA,5,1,SBrkr,996,0,0,996,1.0,0.0,1,0,3,1,3,6,7,1,4,NA,0.0,0,0.0,0.0,0,0,3,144,0,0,0,0,0,0,1,NA,0,7,2008,WD,Normal
563,50,RL,66.0,21780,1,NA,4,Lvl,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,1,0.0,1,0.0,1163.0,1163.0,GasA,5,1,SBrkr,1163,511,0,1674,0.0,0.0,2,0,4,1,3,8,7,1,4,Detchd,1955.0,3,2.0,396.0,3,3,1,72,36,0,0,144,0,0,1,NA,0,7,2008,WD,Normal
564,60,RL,69.15971935617004,13346,1,NA,3,Lvl,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,728.0,1,0.0,367.0,1095.0,GasA,5,1,SBrkr,1166,1129,0,2295,1.0,0.0,2,1,4,1,4,9,7,1,3,Attchd,1992.0,2,2.0,590.0,3,3,3,0,40,0,0,0,0,0,1,NA,0,7,2006,WD,Normal
565,70,RL,66.0,6858,1,NA,4,Bnk,Corner,3,SWISU,Norm,Norm,1Fam,2Story,6,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,806.0,806.0,GasA,3,0,FuseF,841,806,0,1647,1.0,0.0,1,1,4,1,2,6,7,0,0,Detchd,1920.0,1,1.0,216.0,3,3,3,0,66,136,0,0,0,0,1,NA,0,5,2010,WD,Normal
566,60,RL,77.0,11198,1,NA,3,Lvl,Inside,3,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,4,3,PConc,4,4,1,1,0.0,1,0.0,1122.0,1122.0,GasA,5,1,SBrkr,1134,1370,0,2504,0.0,0.0,2,1,4,1,5,11,7,1,4,BuiltIn,2005.0,3,3.0,656.0,3,3,3,144,39,0,0,0,0,0,1,NA,0,6,2008,WD,Normal
567,20,RL,70.0,10171,1,NA,3,Lvl,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,4,3,PConc,4,3,1,6,2.0,1,0.0,1515.0,1517.0,GasA,5,1,SBrkr,1535,0,0,1535,0.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2004.0,2,2.0,532.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,3,2010,WD,Normal
568,50,RL,79.0,12327,1,NA,3,Low,Inside,2,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,3,4,6,1441.0,1,0.0,55.0,1496.0,GasA,5,1,SBrkr,1496,636,0,2132,1.0,0.0,1,1,1,1,4,5,5,1,4,BuiltIn,1983.0,3,2.0,612.0,4,3,3,349,40,0,0,0,0,0,1,NA,0,9,2009,WD,Normal
569,90,RL,69.15971935617004,7032,1,NA,3,Lvl,Corner,3,NAmes,Norm,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,4,6,943.0,1,0.0,0.0,943.0,GasA,3,1,SBrkr,943,0,0,943,1.0,0.0,1,0,2,1,3,4,7,2,3,Detchd,1979.0,1,2.0,600.0,3,3,3,42,0,0,0,0,0,0,1,NA,0,12,2006,WD,Normal
570,90,RL,74.0,13101,1,NA,3,Lvl,Inside,3,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,108.0,3,3,CBlock,3,3,1,2,231.0,1,0.0,1497.0,1728.0,GasA,3,1,SBrkr,1728,0,0,1728,0.0,0.0,2,0,6,2,3,10,7,0,0,Detchd,1987.0,1,2.0,576.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,11,2008,WD,Normal
571,20,RL,60.0,7332,1,NA,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Gable,CompShg,WdShing,Wd Shng,BrkFace,207.0,3,3,CBlock,3,3,1,4,414.0,1,0.0,450.0,864.0,GasA,5,1,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,4,4,7,0,0,Attchd,1959.0,1,1.0,288.0,3,3,3,168,0,0,0,0,0,0,1,NA,0,10,2006,WD,Abnorml
572,60,RL,83.0,13159,1,NA,3,HLS,Corner,3,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,3,3,1,0.0,1,0.0,846.0,846.0,GasA,4,1,SBrkr,846,846,0,1692,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,2009.0,2,2.0,650.0,3,3,3,208,114,0,0,0,0,0,1,NA,0,7,2009,New,Partial
573,80,RL,76.0,9967,1,NA,3,Lvl,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,384.0,384.0,GasA,5,1,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,3,8,7,1,3,BuiltIn,2000.0,2,2.0,400.0,3,3,3,100,0,0,0,0,0,0,1,NA,0,12,2007,WD,Normal
574,80,RL,70.0,10500,1,NA,4,Lvl,FR2,3,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82.0,3,3,CBlock,3,3,3,5,349.0,1,0.0,23.0,372.0,GasA,3,1,SBrkr,576,533,0,1109,0.0,1.0,1,0,3,1,3,5,7,0,0,BuiltIn,1971.0,1,1.0,288.0,3,3,3,35,0,0,0,0,0,0,3,NA,0,12,2007,WD,Normal
575,50,RL,80.0,8480,1,NA,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,442.0,1,0.0,390.0,832.0,GasA,3,1,SBrkr,832,384,0,1216,0.0,0.0,1,0,2,1,3,6,7,0,0,Detchd,1947.0,1,1.0,336.0,3,3,3,158,0,102,0,0,0,0,1,NA,0,10,2008,COD,Abnorml
576,50,RL,52.0,6292,1,NA,4,Lvl,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,861.0,861.0,GasA,4,1,SBrkr,877,600,0,1477,0.0,1.0,2,0,3,1,3,6,7,1,4,Detchd,1928.0,1,1.0,216.0,3,3,3,0,50,0,0,0,0,0,1,NA,0,8,2009,WD,Normal
577,80,RL,96.0,11777,1,NA,3,Lvl,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,3,3,CBlock,3,3,3,2,328.0,5,551.0,285.0,1164.0,GasA,5,1,SBrkr,1320,0,0,1320,1.0,0.0,1,0,3,1,3,6,7,2,2,Attchd,1966.0,2,2.0,564.0,3,3,3,160,68,240,0,0,0,0,1,NA,0,5,2006,WD,Abnorml
578,160,FV,34.0,3604,1,Pave,4,Lvl,Corner,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,689.0,689.0,GasA,5,1,SBrkr,703,689,0,1392,0.0,0.0,2,0,2,1,4,5,7,0,0,Detchd,2007.0,1,2.0,540.0,3,3,3,0,102,0,0,0,0,0,1,NA,0,2,2008,WD,Abnorml
579,50,RM,81.0,12150,1,Grvl,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1050.0,1050.0,GasA,5,0,FuseF,1050,745,0,1795,0.0,0.0,2,0,4,1,3,7,7,0,0,Attchd,1954.0,1,1.0,352.0,2,3,3,0,0,0,0,0,0,0,1,NA,0,11,2008,WD,Normal
580,20,RL,69.15971935617004,14585,1,NA,3,Lvl,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,3,3,CBlock,3,3,1,4,594.0,3,219.0,331.0,1144.0,GasA,5,1,SBrkr,1429,0,0,1429,0.0,1.0,1,0,3,1,4,7,7,2,4,Attchd,1960.0,1,2.0,572.0,3,3,3,216,110,0,0,0,0,0,1,NA,0,6,2007,WD,Normal
582,90,RL,81.0,11841,0,NA,4,Lvl,Inside,3,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,3,4,CBlock,4,3,3,6,816.0,1,0.0,0.0,816.0,GasA,3,1,SBrkr,816,0,0,816,1.0,0.0,1,0,3,1,3,5,7,0,0,NA,0.0,0,0.0,0.0,0,0,3,0,32,0,0,0,0,0,1,NA,0,5,2007,WD,Normal
583,75,RM,75.0,13500,1,NA,4,Lvl,Inside,3,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,BrkTil,3,3,1,1,0.0,1,0.0,1237.0,1237.0,GasA,4,1,SBrkr,1521,1254,0,2775,0.0,0.0,3,1,3,1,4,9,7,1,4,Detchd,1988.0,1,2.0,880.0,4,3,3,105,502,0,0,0,0,0,1,NA,0,7,2008,WD,Normal
584,50,RM,51.0,6120,1,NA,4,Lvl,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,884.0,884.0,GasA,5,1,SBrkr,989,584,0,1573,0.0,0.0,1,0,3,1,4,6,7,0,0,Detchd,1935.0,1,1.0,240.0,3,3,3,0,0,54,0,120,0,0,1,NA,0,7,2009,WD,Normal
585,20,RL,88.0,11443,1,NA,4,Lvl,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,208.0,4,3,PConc,5,3,4,6,1460.0,1,0.0,408.0,1868.0,GasA,5,1,SBrkr,2028,0,0,2028,1.0,0.0,2,0,2,1,4,7,7,2,4,Attchd,2005.0,2,3.0,880.0,3,3,3,326,66,0,0,0,0,0,1,NA,0,3,2006,New,Partial
586,30,RL,55.0,10267,1,NA,4,Lvl,Inside,3,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,3,4,BrkTil,3,4,2,3,210.0,5,606.0,0.0,816.0,GasA,5,1,SBrkr,838,0,0,838,1.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1961.0,3,1.0,275.0,3,3,1,0,0,112,0,0,0,0,2,NA,0,5,2008,WD,Normal
587,85,RL,74.0,8740,1,NA,3,Lvl,Inside,3,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,672.0,1,0.0,168.0,840.0,GasA,3,1,SBrkr,860,0,0,860,1.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1996.0,1,2.0,528.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,7,2009,WD,Normal
588,20,RL,65.0,25095,1,NA,3,Low,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,4,6,1324.0,1,0.0,113.0,1437.0,GasA,5,1,SBrkr,1473,0,0,1473,2.0,0.0,1,0,1,1,5,5,7,2,4,Attchd,1968.0,1,1.0,452.0,3,3,3,0,48,0,0,60,0,0,1,NA,0,6,2009,WD,Partial
589,40,RM,50.0,9100,1,NA,4,Lvl,Inside,3,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,742.0,742.0,GasA,3,1,FuseA,779,0,156,935,0.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1988.0,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,1,Shed,600,8,2008,WD,Normal
590,60,RL,64.0,8320,1,NA,4,Lvl,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,490.0,1,0.0,280.0,770.0,GasA,5,1,SBrkr,770,812,0,1582,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,2004.0,2,2.0,520.0,3,3,3,0,45,0,0,0,0,0,1,NA,0,9,2008,WD,Normal
591,60,RL,97.0,13478,1,NA,3,Lvl,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,5,3,PConc,5,3,4,6,1338.0,1,0.0,384.0,1722.0,GasA,5,1,SBrkr,1728,568,0,2296,1.0,0.0,2,1,3,1,5,10,7,1,4,BuiltIn,2008.0,2,3.0,842.0,3,3,3,382,274,0,0,0,0,0,1,NA,0,6,2009,ConLI,Normal
592,20,RL,60.0,6600,1,NA,4,Lvl,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,3,4,1,6,816.0,1,0.0,0.0,816.0,GasA,5,1,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1985.0,3,2.0,816.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,6,2008,WD,Normal
593,120,RM,69.15971935617004,4435,1,NA,4,Lvl,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,6,685.0,1,0.0,163.0,848.0,GasA,5,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,4,7,0,0,Attchd,2003.0,3,2.0,420.0,3,3,3,140,0,0,0,0,0,0,1,NA,0,5,2009,WD,Normal
