,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalPoints,TotalExtraPoints
10,2.1862092266382227,RL,22.125958553832398,38.26171729663629,1,NA,4,Lvl,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,906.0,1,0.0,134.0,1040.0,GasA,5,1,SBrkr,6.170952372041578,0.0,0.0,7.535313539789749,1.0,0.0,1,0,3,0.42932720146274933,3,1.7604703470555154,8,0.0,0,Detchd,44374071.96326366,1,1.0,384.0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NA,0.0,2,2008,WD,Normal,61,8
11,2.653955534926557,RL,25.201310071192808,38.940007150759804,1,NA,3,Lvl,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,2.9520774991480283,5,3,PConc,5,3,1,6,998.0,1,0.0,177.0,1175.0,GasA,5,1,SBrkr,6.271109250751426,4.540056929446201,0.0,8.48722786093132,1.0,0.0,3,0,4,0.42932720146274933,5,2.4249980793753014,8,0.8398669730305615,4,BuiltIn,46608792.69897021,3,3.0,736.0,3,3,3,4.108365654725814,3.1894905800163063,0.0,0.0,0.0,0.0,0,0,NA,0.0,7,2006,New,Partial,130,14
12,2.1862092266382227,RL,22.548774768822824,39.86599174036486,1,NA,2,Lvl,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,5,737.0,1,0.0,175.0,912.0,GasA,3,1,SBrkr,6.067722882605538,0.0,0.0,7.381553410893155,1.0,0.0,1,0,2,0.42932720146274933,3,1.584162394258471,8,0.0,0,Detchd,44209075.17499198,1,1.0,352.0,3,3,3,4.075997938040348,0.0,0.0,0.0,0.4517246747352533,0.0,0,0,NA,0.0,9,2008,WD,Normal,62,6
13,2.1862092266382227,RL,26.37581939400336,37.7262447820246,1,NA,3,Lvl,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,2.967258905540593,4,3,PConc,4,3,3,1,0.0,1,0.0,1494.0,1494.0,GasA,5,1,SBrkr,6.453297034132978,0.0,0.0,7.96191037073611,0.0,0.0,2,0,3,0.42932720146274933,4,2.037377477308591,8,0.5833198209674909,4,Attchd,46665492.07767223,2,3.0,840.0,3,3,3,4.164306906564175,3.6548705348061987,0.0,0.0,0.0,0.0,0,0,NA,0.0,8,2007,New,Partial,92,13
14,2.1862092266382227,RL,22.758602326168056,37.99062009176707,1,NA,3,Lvl,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,2.881567938247055,3,3,CBlock,3,3,1,4,733.0,1,0.0,520.0,1253.0,GasA,3,1,SBrkr,6.316613623653291,0.0,0.0,7.754277876222246,1.0,0.0,1,1,2,0.42932720146274933,3,1.7604703470555154,8,0.5833198209674909,2,Attchd,44099278.755639724,2,1.0,352.0,3,3,3,0.0,5.667301852526766,0.7723248115526329,0.0,0.0,0.0,0,2,NA,0.0,5,2008,WD,Normal,73,8
15,2.5411431790179377,RM,17.864029995515583,32.244607841234185,1,NA,4,Lvl,Corner,3,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,832.0,832.0,GasA,5,1,FuseA,6.015904189906425,0.0,0.0,7.304808058874298,0.0,0.0,1,0,2,0.42932720146274933,3,1.7604703470555154,8,0.0,0,Detchd,45819267.721350856,1,2.0,576.0,3,3,3,3.337325538758738,4.960241888866089,0.0,0.0,0.0,0.0,0,4,NA,0.0,7,2007,WD,Normal,86,8
16,2.1862092266382227,RL,22.758602326168056,38.300988371304804,1,NA,3,Lvl,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,2.840687214301092,3,3,CBlock,3,3,1,5,578.0,1,0.0,426.0,1004.0,GasA,5,1,SBrkr,6.143307726377506,0.0,0.0,7.494022281801321,1.0,0.0,1,0,2,0.42932720146274933,3,1.7604703470555154,8,0.5833198209674909,3,Attchd,44649872.969160825,3,2.0,480.0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Shed,0.2293235527695881,3,2010,WD,Normal,79,11
17,2.801745400526816,RL,22.548774768822824,37.86397577686347,1,NA,4,Lvl,Inside,3,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,SBrkr,6.342893932426234,0.0,0.0,7.794035856054866,0.0,0.0,2,0,2,0.5354911517315543,3,1.909042783629381,8,0.0,0,CarPort,44484271.36676884,1,2.0,516.0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Shed,0.22932355276929078,10,2006,WD,Normal,39,6
18,2.1862092266382227,RL,21.267101222609814,40.47847683594058,1,NA,4,Lvl,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,6,646.0,1,0.0,468.0,1114.0,GasA,5,1,SBrkr,6.224796359201453,0.0,0.0,7.615979442782157,1.0,0.0,1,1,3,0.42932720146274933,4,1.909042783629381,8,0.0,0,Detchd,46552133.99056998,1,2.0,576.0,3,3,3,0.0,4.858402760587081,0.0,0.0,0.0,0.0,0,0,NA,0.0,6,2008,WD,Normal,65,9
19,2.1862092266382227,RL,22.125958553832398,34.244001207691724,1,NA,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,1,2,504.0,1,0.0,525.0,1029.0,GasA,3,1,SBrkr,6.368287652827293,0.0,0.0,7.832526400179156,0.0,0.0,1,0,3,0.42932720146274933,3,1.909042783629381,7,0.0,0,Attchd,43989643.40370083,1,1.0,294.0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0,3,NA,0.0,5,2009,COD,Abnorml,59,6
20,2.653955534926557,RL,28.273297182440288,40.901858818740486,1,NA,3,Lvl,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.0141597715945214,4,3,PConc,5,3,3,1,0.0,1,0.0,1158.0,1158.0,GasA,5,1,SBrkr,6.255085547817018,4.5647749727911915,0.0,8.513681581024349,0.0,0.0,3,1,4,0.42932720146274933,4,2.2510839760581214,8,0.5833198209674909,4,BuiltIn,46608792.69897021,2,3.0,853.0,3,3,3,4.427102608987089,5.309026977407941,0.0,0.0,0.0,0.0,0,0,NA,0.0,11,2006,New,Partial,108,13
21,2.5411431790179377,RM,19.263215282053906,34.10051563326764,1,Grvl,4,Bnk,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,637.0,637.0,GasA,5,1,FuseF,6.22057042892186,0.0,0.0,7.609636794226047,0.0,0.0,1,0,3,0.42932720146274933,4,1.909042783629381,8,0.5833198209674909,4,Attchd,42471620.04543822,1,1.0,280.0,3,3,1,0.0,0.0,0.7724954584853825,0.0,0.0,0.0,0,4,NA,0.0,6,2007,WD,Normal,90,13
22,2.1862092266382227,RL,23.175192593863564,36.78981234068197,1,NA,4,Lvl,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,2.948072564288152,4,3,PConc,4,3,1,1,0.0,1,0.0,1777.0,1777.0,GasA,5,1,SBrkr,6.595037412442032,0.0,0.0,8.179475347221997,0.0,0.0,2,0,3,0.42932720146274933,4,2.037377477308591,8,0.5833198209674909,4,Attchd,46438938.54903263,2,2.0,534.0,3,3,3,4.207953439278754,5.344188597249145,0.0,0.0,0.0,0.0,0,0,NA,0.0,9,2008,WD,Normal,105,13
23,2.8989980585277713,RM,16.155000639133313,28.98623159331614,1,NA,4,Lvl,Inside,3,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,1,6,840.0,1,0.0,200.0,1040.0,GasA,3,1,SBrkr,6.185886142703756,0.0,0.0,7.557654315400098,1.0,0.0,1,0,3,0.42932720146274933,3,1.909042783629381,8,0.5833198209674909,3,Attchd,44982166.054475985,1,2.0,572.0,3,3,3,3.8496284268126146,4.940600187000084,0.0,0.0,0.0,0.0,0,0,NA,0.0,6,2007,WD,Normal,68,9
24,2.1862092266382227,RL,22.548774768822824,35.09756434943895,1,NA,3,Lvl,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,3,3,2,3,188.0,5,668.0,204.0,1060.0,GasA,5,1,SBrkr,6.185886142703756,0.0,0.0,7.557654315400098,1.0,0.0,1,0,3,0.42932720146274933,4,1.909042783629381,8,0.5833198209674909,3,Attchd,44539431.55894468,1,1.0,270.0,3,3,3,4.755887358778571,4.7225578623875,0.0,0.0,0.0,0.0,0,3,NA,0.0,5,2010,WD,Normal,74,12
25,2.1862092266382227,RL,29.923903185811007,40.91389924383775,1,NA,4,Lvl,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,3.1168330127767163,4,3,PConc,4,3,1,1,0.0,1,0.0,1566.0,1566.0,GasA,5,1,SBrkr,6.506334546176317,0.0,0.0,8.043050189014176,0.0,0.0,2,0,3,0.42932720146274933,4,2.037377477308591,8,0.5833198209674909,4,Attchd,46722232.1355838,2,3.0,890.0,3,3,3,0.0,4.2125751473677555,0.0,0.0,0.0,0.0,0,0,NA,0.0,7,2009,WD,Normal,105,13
26,2.1862092266382227,RL,19.942967826500475,33.77274923974523,1,NA,4,Lvl,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,4,234.0,3,486.0,180.0,900.0,GasA,3,1,SBrkr,6.05728677359703,0.0,0.0,7.3660736918821605,0.0,1.0,1,0,3,0.42932720146274933,4,1.7604703470555154,8,0.0,0,Detchd,46608792.69897021,1,2.0,576.0,3,3,3,4.377198573484755,3.622825266689452,0.0,0.0,0.0,0.0,0,0,NA,0.0,5,2010,WD,Normal,66,7
27,2.1862092266382227,RL,27.711451750105596,38.525926025180176,1,NA,4,Lvl,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,2.8672056252510227,4,3,PConc,5,3,1,6,1218.0,1,0.0,486.0,1704.0,GasA,5,1,SBrkr,6.554951513349087,0.0,0.0,8.117710727960082,1.0,0.0,2,0,3,0.42932720146274933,4,2.037377477308591,8,0.5833198209674909,4,Attchd,46779012.881609924,2,3.0,772.0,3,3,3,0.0,4.092028967712093,0.0,0.0,0.0,0.0,0,0,NA,0.0,5,2010,WD,Normal,111,13
28,2.1862092266382227,RL,16.898479181681495,42.506942588806346,1,NA,3,Lvl,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,4,4,1277.0,1,0.0,207.0,1484.0,GasA,3,1,SBrkr,6.506334546176317,0.0,0.0,8.043050189014176,1.0,0.0,1,0,2,0.42932720146274933,3,1.909042783629381,8,0.8398669730305615,4,Attchd,43934886.105449334,2,1.0,319.0,3,3,3,4.542649016317562,5.880392464845349,0.0,0.0,0.0,0.0,0,0,NA,0.0,12,2006,WD,Normal,68,10
29,2.37053514891583,RM,19.942967826500475,32.54785179820829,1,NA,3,Lvl,Inside,3,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,520.0,520.0,GasA,2,0,SBrkr,5.620976472541043,0.0,0.0,6.729331107986927,0.0,0.0,1,0,1,0.42932720146274933,2,1.584162394258471,8,0.0,0,Detchd,41937078.24591184,1,1.0,240.0,2,3,3,3.3520466620544607,0.0,0.7709180438180232,0.0,0.0,0.0,0,0,NA,0.0,5,2008,WD,Normal,46,4
30,2.7116598356410746,C (all),17.625250764354355,35.40018011327109,1,Pave,4,Lvl,Inside,3,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,3,2,BrkTil,3,3,1,1,0.0,1,0.0,649.0,649.0,GasA,3,0,SBrkr,5.798192380958448,4.325823354703587,0.0,7.812986819220304,0.0,0.0,1,0,3,0.42932720146274933,3,1.909042783629381,8,0.0,0,Detchd,41937078.24591184,1,1.0,250.0,3,2,1,0.0,4.173834443162356,0.7722960757754747,0.0,0.0,0.0,0,3,NA,0.0,7,2008,WD,Normal,45,6
31,2.1862092266382227,RL,22.548774768822824,35.45191463415395,1,NA,3,Lvl,CulDSac,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1228.0,1228.0,GasA,4,1,SBrkr,6.300902158184925,0.0,0.0,7.730545919628173,0.0,0.0,1,1,3,0.42932720146274933,4,1.909042783629381,8,0.0,0,Attchd,44429151.504543744,1,1.0,271.0,3,3,3,0.0,4.371877715175006,0.0,0.0,0.0,0.0,0,3,NA,0.0,6,2008,WD,Normal,60,8
32,2.1862092266382227,RL,25.201310071192808,38.11615426727136,1,NA,4,Lvl,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1234.0,1234.0,GasA,5,1,SBrkr,6.304702876034922,0.0,0.0,7.736284316128968,0.0,0.0,2,0,3,0.42932720146274933,4,2.037377477308591,8,0.0,0,Attchd,46722232.1355838,2,2.0,484.0,3,3,3,0.0,3.5557761398423957,0.0,0.0,0.0,0.0,0,0,NA,0.0,1,2008,WD,Normal,104,9
33,2.1862092266382227,RL,22.125958553832398,37.62632698127083,1,NA,3,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,3,1018.0,1,0.0,380.0,1398.0,GasA,4,1,SBrkr,6.553139042022266,0.0,0.0,8.114922449646416,0.0,1.0,1,1,4,0.42932720146274933,4,1.909042783629381,8,0.5833198209674909,4,Attchd,44044440.95075537,2,2.0,447.0,3,3,3,0.0,3.8023957792181693,0.0,0.0,0.0,0.0,0,0,NA,0.0,4,2010,WD,Normal,65,12
34,2.8989980585277713,RL,19.942967826500475,33.92252477075715,1,NA,4,Lvl,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,2.9172743416633655,5,3,PConc,5,3,1,6,1153.0,1,0.0,408.0,1561.0,GasA,5,1,SBrkr,6.487255172574265,0.0,0.0,8.013824403854615,1.0,0.0,2,0,2,0.42932720146274933,5,1.909042783629381,8,0.5833198209674909,4,Attchd,46608792.69897021,3,2.0,556.0,3,3,3,4.31956015370202,4.026437940488833,0.0,0.0,0.0,0.0,0,0,NA,0.0,8,2007,WD,Normal,130,14
35,2.653955534926557,RL,29.561437348581972,40.248033865295895,1,NA,4,Lvl,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,2.75837072742246,4,3,PConc,5,3,3,1,0.0,1,0.0,1117.0,1117.0,GasA,5,1,SBrkr,6.237334360646461,4.595329703706563,0.0,8.551344928840608,0.0,0.0,3,1,4,0.42932720146274933,4,2.2510839760581214,8,0.5833198209674909,4,BuiltIn,46552133.99056998,3,3.0,691.0,3,3,3,3.9324871996521926,3.622825266689452,0.0,0.0,0.0,0.0,0,0,NA,0.0,9,2006,WD,Normal,108,13
36,2.1862092266382227,RL,30.28400353273835,37.93087378503622,1,NA,4,Lvl,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1097.0,1097.0,GasA,5,1,SBrkr,6.21276107706783,0.0,0.0,7.597921042401491,0.0,0.0,1,1,3,0.42932720146274933,3,1.909042783629381,8,0.0,0,Attchd,46044034.30756916,1,2.0,672.0,3,3,3,4.734357928737871,4.3552657485593755,0.0,0.0,0.0,0.0,0,0,NA,0.0,6,2009,WD,Normal,60,8
37,2.1862092266382227,RL,22.967402054524793,35.43782494821992,1,NA,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,3.1196791526524126,3,3,CBlock,3,3,1,3,1213.0,1,0.0,84.0,1297.0,GasA,4,1,SBrkr,6.343494321893099,0.0,0.0,7.794945058219284,0.0,1.0,1,0,3,0.42932720146274933,3,1.7604703470555154,8,0.5833198209674909,3,Attchd,43770855.61320712,3,2.0,498.0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NA,0.0,10,2009,WD,Normal,64,10
38,2.1862092266382227,RL,21.698791666898465,34.701297458509075,1,NA,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,6,731.0,1,0.0,326.0,1057.0,GasA,3,1,SBrkr,6.183664740898552,0.0,0.0,7.554329561294795,1.0,0.0,1,0,3,0.42932720146274933,4,1.7604703470555154,8,0.0,0,Detchd,43716259.21984882,1,1.0,246.0,3,3,3,0.0,4.133688061627719,0.0,0.0,0.0,0.0,0,0,NA,0.0,1,2010,WD,Abnorml,66,7
39,2.801745400526816,RL,21.049502318976653,32.1236308591783,1,NA,4,Lvl,Inside,3,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,0,FuseP,6.251025959035959,0.0,0.0,7.655391499897551,0.0,0.0,2,0,2,0.5354911517315543,2,1.909042783629381,8,0.0,0,NA,0.0,1,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NA,0.0,6,2008,WD,AdjLand,32,5
